ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:1903421,regulation of synaptic vesicle recycling,3/92,29/18986,0.103448276,21.34857571,7.652185144,0.000367224,0.004726534,0.003019941,CDK5/SNCA/MYLK,3
BP,GO:0002718,regulation of cytokine production involved in immune response,5/92,126/18986,0.03968254,8.189268461,5.649843116,0.000368569,0.004726534,0.003019941,KIT/MIF/AXL/PRKCZ/IL6,5
BP,GO:1990778,protein localization to cell periphery,8/92,362/18986,0.022099448,4.560653375,4.772926652,0.000373733,0.004773653,0.003050047,PLK1/PIK3R1/CDK5/AR/PRKCZ/PRKCH/PRKCE/SNCA,8
BP,GO:0002367,cytokine production involved in immune response,5/92,127/18986,0.039370079,8.124786032,5.62149224,0.000382222,0.004862711,0.003106949,KIT/MIF/AXL/PRKCZ/IL6,5
BP,GO:0006869,lipid transport,9/92,459/18986,0.019607843,4.046462063,4.61038109,0.000384167,0.004868142,0.00311042,PTGS2/CFTR/ABCG2/ABCB1/MIF/PLA2G1B/PTGES/PPARG/SLC2A1,9
BP,GO:0010720,positive regulation of cell development,9/92,460/18986,0.019565217,4.037665406,4.602197798,0.000390291,0.004921344,0.003144412,KIT/CXCL12/AXL/PRKCZ/PRKCH/PDE5A/IL6/FGF2/AURKA,9
BP,GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,4/92,71/18986,0.056338028,11.62645438,6.25967294,0.000391436,0.004921344,0.003144412,PLK1/CDK1/AURKB/CHEK1,4
BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,6/92,197/18986,0.030456853,6.285367469,5.20347804,0.000393308,0.004925569,0.003147111,NOX4/KDR/MIF/PRKCZ/FGF2/PDGFRB,6
BP,GO:0030324,lung development,6/92,198/18986,0.03030303,6.253623188,5.185474447,0.000404036,0.004956487,0.003166866,MMP12/KDR/FGF2/ALDH1A2/THRB/HSD11B1,6
BP,GO:0071466,cellular response to xenobiotic stimulus,6/92,198/18986,0.03030303,6.253623188,5.185474447,0.000404036,0.004956487,0.003166866,NQO1/CYP1B1/ALDH2/ABCB1/BCHE/SLC28A3,6
BP,GO:0001963,"synaptic transmission, dopaminergic",3/92,30/18986,0.1,20.63695652,7.511016479,0.000406599,0.004956487,0.003166866,PTGS2/CDK5/SNCA,3
BP,GO:0014046,dopamine secretion,3/92,30/18986,0.1,20.63695652,7.511016479,0.000406599,0.004956487,0.003166866,CXCL12/PRKCB/SNCA,3
BP,GO:0015732,prostaglandin transport,3/92,30/18986,0.1,20.63695652,7.511016479,0.000406599,0.004956487,0.003166866,PTGS2/MIF/PTGES,3
BP,GO:0051984,positive regulation of chromosome segregation,3/92,30/18986,0.1,20.63695652,7.511016479,0.000406599,0.004956487,0.003166866,CDK1/AURKB/CCNB1,3
BP,GO:0090140,regulation of mitochondrial fission,3/92,30/18986,0.1,20.63695652,7.511016479,0.000406599,0.004956487,0.003166866,KDR/PPARG/AURKA,3
BP,GO:0003012,muscle system process,9/92,465/18986,0.019354839,3.994249649,4.56162444,0.000422133,0.005126354,0.0032754,PTGS2/PARP1/KIT/KCNA5/CALM1/TNNC1/PDE5A/PPARG/MYLK,9
BP,GO:0008286,insulin receptor signaling pathway,5/92,130/18986,0.038461538,7.93729097,5.538269187,0.00042548,0.005147508,0.003288915,PIK3R1/PDK4/PTPN1/PRKCZ/PRKCB,5
BP,GO:1902750,negative regulation of cell cycle G2/M phase transition,4/92,73/18986,0.054794521,11.30792138,6.157289525,0.000435267,0.005246113,0.003351918,PLK1/CDK1/AURKB/CHEK1,4
BP,GO:0009306,protein secretion,8/92,371/18986,0.021563342,4.450017579,4.682890485,0.000439902,0.005282121,0.003374925,KCNA5/CFTR/ALOX5/PLA2G1B/PRKCE/PRKCB/IL6/PPARG,8
BP,GO:0001516,prostaglandin biosynthetic process,3/92,31/18986,0.096774194,19.97124825,7.376530092,0.000448589,0.005314858,0.003395841,PTGS2/MIF/PTGES,3
BP,GO:0046457,prostanoid biosynthetic process,3/92,31/18986,0.096774194,19.97124825,7.376530092,0.000448589,0.005314858,0.003395841,PTGS2/MIF/PTGES,3
BP,GO:0097421,liver regeneration,3/92,31/18986,0.096774194,19.97124825,7.376530092,0.000448589,0.005314858,0.003395841,IL6/TYMS/AURKA,3
BP,GO:0030323,respiratory tube development,6/92,202/18986,0.02970297,6.129789066,5.114679342,0.00044926,0.005314858,0.003395841,MMP12/KDR/FGF2/ALDH1A2/THRB/HSD11B1,6
BP,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,5/92,132/18986,0.037878788,7.817028986,5.48425467,0.000456306,0.00537837,0.003436421,KIT/CYP1B1/CALM1/IL6/STAT1,5
BP,GO:0071260,cellular response to mechanical stimulus,4/92,74/18986,0.054054054,11.15511163,6.10757897,0.000458447,0.005383809,0.003439896,PTGS2/FGF2/CHEK1/SLC2A1,4
BP,GO:0000075,cell cycle checkpoint signaling,6/92,203/18986,0.02955665,6.099593061,5.097277999,0.00046116,0.005395907,0.003447626,RAD51/PLK1/CDK1/AURKB/CCNB1/CHEK1,6
BP,GO:0035592,establishment of protein localization to extracellular region,8/92,374/18986,0.021390374,4.414322251,4.653514231,0.000463967,0.005409008,0.003455997,KCNA5/CFTR/ALOX5/PLA2G1B/PRKCE/PRKCB/IL6/PPARG,8
BP,GO:0090276,regulation of peptide hormone secretion,6/92,204/18986,0.029411765,6.069693095,5.079992764,0.000473305,0.005497879,0.00351278,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6,6
BP,GO:0071496,cellular response to external stimulus,4/92,75/18986,0.053333333,11.00637681,6.058812272,0.000482493,0.00558438,0.003568048,PTGS2/FGF2/CHEK1/SLC2A1,4
BP,GO:0007052,mitotic spindle organization,5/92,134/18986,0.037313433,7.700356911,5.431363628,0.000488786,0.005616664,0.003588675,PLK1/AURKB/NEK2/CCNB1/AURKA,5
BP,GO:0043271,negative regulation of monoatomic ion transport,5/92,134/18986,0.037313433,7.700356911,5.431363628,0.000488786,0.005616664,0.003588675,PTGS2/MMP9/MAOB/CALM1/PRKCE,5
BP,GO:0010575,positive regulation of vascular endothelial growth factor production,3/92,32/18986,0.09375,19.34714674,7.248202937,0.000493263,0.005647865,0.00360861,PTGS2/CYP1B1/IL6,3
BP,GO:0030073,insulin secretion,6/92,206/18986,0.029126214,6.010764035,5.045765079,0.000498342,0.005685712,0.003632792,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6,6
BP,GO:1902893,regulation of miRNA transcription,4/92,76/18986,0.052631579,10.86155606,6.010958626,0.000507425,0.005768812,0.003685888,AR/IL6/FGF2/PPARG,4
BP,GO:0002791,regulation of peptide secretion,6/92,207/18986,0.028985507,5.981726528,5.028819919,0.000511242,0.005771274,0.003687461,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6,6
BP,GO:0090087,regulation of peptide transport,6/92,207/18986,0.028985507,5.981726528,5.028819919,0.000511242,0.005771274,0.003687461,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6,6
BP,GO:0061448,connective tissue development,7/92,290/18986,0.024137931,4.981334333,4.767498413,0.000522301,0.005816775,0.003716533,PARP1/MMP13/HSD17B1/FGF2/TYMS/PPARG/PDGFRB,7
BP,GO:1901987,regulation of cell cycle phase transition,9/92,479/18986,0.018789144,3.877507488,4.450957687,0.000522884,0.005816775,0.003716533,RAD51/PLK1/KCNA5/CDK5/CDK1/AURKB/CCNB1/CHEK1/AURKA,9
BP,GO:0051208,sequestering of calcium ion,5/92,136/18986,0.036764706,7.587116368,5.379555242,0.000522979,0.005816775,0.003716533,CALM1/PRKCE/FGF2/SNCA/HSP90B1,5
BP,GO:0051091,positive regulation of DNA-binding transcription factor activity,6/92,208/18986,0.028846154,5.952968227,5.011985445,0.000524401,0.005816775,0.003716533,KIT/AR/PLA2G1B/PRKCZ/PRKCH/IL6,6
BP,GO:0015844,monoamine transport,4/92,77/18986,0.051948052,10.72049689,5.963988624,0.000533261,0.005816775,0.003716533,MAOB/CXCL12/PRKCB/SNCA,4
BP,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,4/92,77/18986,0.051948052,10.72049689,5.963988624,0.000533261,0.005816775,0.003716533,KIT/CYP1B1/CALM1/IL6,4
BP,GO:0061614,miRNA transcription,4/92,77/18986,0.051948052,10.72049689,5.963988624,0.000533261,0.005816775,0.003716533,AR/IL6/FGF2/PPARG,4
BP,GO:1900076,regulation of cellular response to insulin stimulus,4/92,77/18986,0.051948052,10.72049689,5.963988624,0.000533261,0.005816775,0.003716533,PTPN1/PRKCZ/PRKCB/PPARG,4
BP,GO:1904377,positive regulation of protein localization to cell periphery,4/92,77/18986,0.051948052,10.72049689,5.963988624,0.000533261,0.005816775,0.003716533,PIK3R1/PRKCH/PRKCE/SNCA,4
BP,GO:0071692,protein localization to extracellular region,8/92,382/18986,0.020942408,4.321875711,4.576665314,0.000533416,0.005816775,0.003716533,KCNA5/CFTR/ALOX5/PLA2G1B/PRKCE/PRKCB/IL6/PPARG,8
BP,GO:0033238,regulation of amine metabolic process,3/92,33/18986,0.090909091,18.76086957,7.125567728,0.000540693,0.005876137,0.003754461,NR4A2/MAOB/ALDH2,3
BP,GO:0015850,organic hydroxy compound transport,7/92,292/18986,0.023972603,4.947215605,4.743166986,0.000544059,0.005892752,0.003765077,SLC16A3/MAOB/CXCL12/CFTR/PRKCB/SNCA/PPARG,7
BP,GO:0044703,multi-organism reproductive process,6/92,210/18986,0.028571429,5.896273292,4.978643376,0.000551508,0.00595332,0.003803776,PTGS2/PARP1/MMP9/AR/SLC2A1/IGFBP2,6
BP,GO:0035924,cellular response to vascular endothelial growth factor stimulus,4/92,78/18986,0.051282051,10.58305463,5.917874178,0.000560019,0.006004752,0.003836638,XDH/PGF/KDR/PDGFRB,4
BP,GO:0048488,synaptic vesicle endocytosis,4/92,78/18986,0.051282051,10.58305463,5.917874178,0.000560019,0.006004752,0.003836638,CDK5/SNCA/DNM1/MYLK,4
BP,GO:0001937,negative regulation of endothelial cell proliferation,4/92,79/18986,0.050632911,10.44909191,5.872588438,0.000587718,0.006273407,0.00400829,XDH/ALOX5/STAT1/PPARG,4
BP,GO:0070372,regulation of ERK1 and ERK2 cascade,7/92,296/18986,0.023648649,4.88036134,4.695162553,0.000589743,0.006273407,0.00400829,NOX4/KDR/MIF/PTPN1/PRKCZ/FGF2/PDGFRB,7
BP,GO:0006691,leukotriene metabolic process,3/92,34/18986,0.088235294,18.20907928,7.008205515,0.000590945,0.006273407,0.00400829,ALOX5/PLA2G1B/ALOX5AP,3
BP,GO:0061041,regulation of wound healing,5/92,140/18986,0.035714286,7.370341615,5.279033351,0.000596729,0.00631391,0.004034169,ALOX5/PRKCE/FGF2/PLAU/MYLK,5
BP,GO:0034764,positive regulation of transmembrane transport,6/92,216/18986,0.027777778,5.732487923,4.881142791,0.000639421,0.006743363,0.004308561,PIK3R1/CFTR/CALM1/CA2/PLA2G1B/SNCA,6
BP,GO:0048384,retinoic acid receptor signaling pathway,3/92,35/18986,0.085714286,17.68881988,6.895739433,0.000644087,0.006748178,0.004311638,ALDH1A2/THRB/PPARG,3
BP,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,3/92,35/18986,0.085714286,17.68881988,6.895739433,0.000644087,0.006748178,0.004311638,PTGS2/KDR/FGF2,3
BP,GO:0007098,centrosome cycle,5/92,143/18986,0.034965035,7.215719064,5.206209385,0.000656969,0.00686073,0.004383551,PLK1/CDK1/NEK2/CHEK1/AURKA,5
BP,GO:0044706,multi-multicellular organism process,6/92,218/18986,0.027522936,5.67989629,4.849452806,0.00067102,0.006984709,0.004462765,PTGS2/PARP1/MMP9/AR/SLC2A1/IGFBP2,6
BP,GO:0010569,regulation of double-strand break repair via homologous recombination,4/92,82/18986,0.048780488,10.06680806,5.74145219,0.000676645,0.007012118,0.004480278,RAD51/PLK1/PARP1/CHEK1,4
BP,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,5/92,144/18986,0.034722222,7.165609903,5.182401409,0.000678028,0.007012118,0.004480278,XDH/PTGS2/MMP9/DAPK1/SNCA,5
BP,GO:0006874,intracellular calcium ion homeostasis,7/92,304/18986,0.023026316,4.751930778,4.601688152,0.000690261,0.007115682,0.004546448,CXCL12/CALM1/PRKCE/PRKCB/FGF2/SNCA/HSP90B1,7
BP,GO:1900180,regulation of protein localization to nucleus,5/92,146/18986,0.034246575,7.067450864,5.135461829,0.000721657,0.007415484,0.004738002,PTGS2/PLK1/PIK3R1/PARP1/CDK1,5
BP,GO:0007095,mitotic G2 DNA damage checkpoint signaling,3/92,37/18986,0.081081081,16.73266745,6.684167676,0.000759304,0.007752641,0.004953423,PLK1/CDK1/CHEK1,3
BP,GO:0070633,transepithelial transport,3/92,37/18986,0.081081081,16.73266745,6.684167676,0.000759304,0.007752641,0.004953423,CFTR/ABCG2/ABCB1,3
BP,GO:0034614,cellular response to reactive oxygen species,5/92,148/18986,0.033783784,6.971944771,5.089399033,0.000767353,0.007800641,0.004984091,NQO1/CYP1B1/CDK1/AXL/IL6,5
BP,GO:0050900,leukocyte migration,8/92,404/18986,0.01980198,4.086526044,4.375741516,0.000768872,0.007800641,0.004984091,PIK3R1/PGF/KIT/CXCL12/ALOX5/MIF/PLA2G1B/IL6,8
BP,GO:0051651,maintenance of location in cell,6/92,224/18986,0.026785714,5.527756211,4.756688779,0.000773132,0.007810438,0.004990351,CDK5/CALM1/PRKCE/FGF2/SNCA/HSP90B1,6
BP,GO:0002720,positive regulation of cytokine production involved in immune response,4/92,85/18986,0.047058824,9.711508951,5.616913268,0.00077471,0.007810438,0.004990351,KIT/MIF/PRKCZ/IL6,4
BP,GO:0060541,respiratory system development,6/92,225/18986,0.026666667,5.503188406,4.741553375,0.000791258,0.007952272,0.005080973,MMP12/KDR/FGF2/ALDH1A2/THRB/HSD11B1,6
BP,GO:0150076,neuroinflammatory response,4/92,86/18986,0.046511628,9.598584429,5.576767546,0.000809516,0.008110336,0.005181966,PTGS2/MMP9/IL6/SNCA,4
BP,GO:0050714,positive regulation of protein secretion,5/92,150/18986,0.033333333,6.878985507,5.044184196,0.000815179,0.008141628,0.00520196,CFTR/PLA2G1B/PRKCE/PRKCB/PPARG,5
BP,GO:0042401,biogenic amine biosynthetic process,3/92,38/18986,0.078947368,16.2923341,6.584474905,0.000821508,0.008179363,0.00522607,NR4A2/ALDH2/SNCA,3
BP,GO:0030534,adult behavior,5/92,151/18986,0.033112583,6.833429312,5.021886117,0.000839909,0.008310953,0.005310147,NR4A2/CXCL12/CDK5/FGF2/SNCA,5
BP,GO:0033157,regulation of intracellular protein transport,5/92,151/18986,0.033112583,6.833429312,5.021886117,0.000839909,0.008310953,0.005310147,PTGS2/PIK3R1/CDK5/CDK1/PTPN1,5
BP,GO:0071222,cellular response to lipopolysaccharide,6/92,228/18986,0.026315789,5.430778032,4.696684749,0.000847615,0.008361396,0.005342377,PTGS2/MMP9/MIF/AXL/PRKCE/IL6,6
BP,GO:0007093,mitotic cell cycle checkpoint signaling,5/92,152/18986,0.032894737,6.78847254,4.999789812,0.000865195,0.008508639,0.005436455,PLK1/CDK1/AURKB/CCNB1/CHEK1,5
BP,GO:0009309,amine biosynthetic process,3/92,39/18986,0.076923077,15.87458194,6.488496927,0.000886859,0.008668509,0.005538601,NR4A2/ALDH2/SNCA,3
BP,GO:0071312,cellular response to alkaloid,3/92,39/18986,0.076923077,15.87458194,6.488496927,0.000886859,0.008668509,0.005538601,RAD51/CCNA2/CHEK1,3
BP,GO:0046879,hormone secretion,7/92,319/18986,0.021943574,4.528485757,4.434898711,0.000915117,0.008917519,0.005697702,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6/PPARG,7
BP,GO:0034504,protein localization to nucleus,7/92,321/18986,0.021806854,4.500270893,4.413442111,0.000949016,0.009219833,0.005890861,PTGS2/PLK1/PIK3R1/PARP1/MMP12/CDK5/CDK1,7
BP,GO:0036465,synaptic vesicle recycling,4/92,90/18986,0.044444444,9.171980676,5.422516779,0.000959829,0.009268709,0.005922089,CDK5/SNCA/DNM1/MYLK,4
BP,GO:0048145,regulation of fibroblast proliferation,4/92,90/18986,0.044444444,9.171980676,5.422516779,0.000959829,0.009268709,0.005922089,MIF/CCNB1/PLA2G1B/CCNA2,4
BP,GO:0031023,microtubule organizing center organization,5/92,156/18986,0.032051282,6.614409142,4.913358531,0.000972054,0.009358569,0.005979504,PLK1/CDK1/NEK2/CHEK1/AURKA,5
BP,GO:0000819,sister chromatid segregation,6/92,235/18986,0.025531915,5.269010176,4.59500685,0.000991172,0.009490951,0.006064087,PLK1/CDK1/AURKB/NEK2/CCNB1/TOP2A,6
BP,GO:0009411,response to UV,5/92,157/18986,0.031847134,6.572279147,4.892223866,0.001000236,0.009490951,0.006064087,PIK3R1/PARP1/MMP9/FEN1/AURKB,5
BP,GO:0034644,cellular response to UV,4/92,91/18986,0.043956044,9.07118968,5.385450775,0.001000273,0.009490951,0.006064087,PIK3R1/PARP1/MMP9/AURKB,4
BP,GO:0098813,nuclear chromosome segregation,7/92,324/18986,0.021604938,4.458601718,4.38158483,0.001001716,0.009490951,0.006064087,PLK1/CDK1/AURKB/NEK2/CCNB1/TOP2A/AURKA,7
BP,GO:0019614,catechol-containing compound catabolic process,2/92,10/18986,0.2,41.27391304,8.889119632,0.001019091,0.009490951,0.006064087,MAOB/MAOA,2
BP,GO:0033148,positive regulation of intracellular estrogen receptor signaling pathway,2/92,10/18986,0.2,41.27391304,8.889119632,0.001019091,0.009490951,0.006064087,PARP1/AR,2
BP,GO:0042420,dopamine catabolic process,2/92,10/18986,0.2,41.27391304,8.889119632,0.001019091,0.009490951,0.006064087,MAOB/MAOA,2
BP,GO:0042424,catecholamine catabolic process,2/92,10/18986,0.2,41.27391304,8.889119632,0.001019091,0.009490951,0.006064087,MAOB/MAOA,2
BP,GO:0072203,cell proliferation involved in metanephros development,2/92,10/18986,0.2,41.27391304,8.889119632,0.001019091,0.009490951,0.006064087,STAT1/PDGFRB,2
BP,GO:1902423,regulation of attachment of mitotic spindle microtubules to kinetochore,2/92,10/18986,0.2,41.27391304,8.889119632,0.001019091,0.009490951,0.006064087,CDK1/AURKB,2
BP,GO:0007143,female meiotic nuclear division,3/92,41/18986,0.073170732,15.10021209,6.306777762,0.001027249,0.009490951,0.006064087,PLK1/TOP2A/AURKA,3
BP,GO:0042307,positive regulation of protein import into nucleus,3/92,41/18986,0.073170732,15.10021209,6.306777762,0.001027249,0.009490951,0.006064087,PTGS2/PIK3R1/CDK1,3
BP,GO:0150077,regulation of neuroinflammatory response,3/92,41/18986,0.073170732,15.10021209,6.306777762,0.001027249,0.009490951,0.006064087,PTGS2/MMP9/IL6,3
BP,GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell,3/92,41/18986,0.073170732,15.10021209,6.306777762,0.001027249,0.009490951,0.006064087,CXCL12/ALOX5/IL6,3
BP,GO:0009416,response to light stimulus,7/92,326/18986,0.021472393,4.431248333,4.360561239,0.001038112,0.009543819,0.006097866,PIK3R1/PARP1/MMP9/KIT/FEN1/CDK5/AURKB,7
BP,GO:0030901,midbrain development,4/92,92/18986,0.043478261,8.972589792,5.348951207,0.001041902,0.009543819,0.006097866,NR4A2/MAOB/CALM1/FGF2,4
BP,GO:2000628,regulation of miRNA metabolic process,4/92,92/18986,0.043478261,8.972589792,5.348951207,0.001041902,0.009543819,0.006097866,AR/IL6/FGF2/PPARG,4
BP,GO:0014706,striated muscle tissue development,8/92,424/18986,0.018867925,3.893765381,4.205049571,0.001049736,0.009588186,0.006126214,NOX4/HSD17B1/CDK5/CDK1/TNNC1/FGF2/ALDH1A2/PDGFRB,8
BP,GO:0045824,negative regulation of innate immune response,4/92,93/18986,0.043010753,8.876110332,5.313003013,0.001084733,0.009851709,0.006294587,PARP1/MMP12/AURKB/PPARG,4
BP,GO:2000106,regulation of leukocyte apoptotic process,4/92,93/18986,0.043010753,8.876110332,5.313003013,0.001084733,0.009851709,0.006294587,CXCL12/AURKB/MIF/AXL,4
BP,GO:0010948,negative regulation of cell cycle process,7/92,329/18986,0.021276596,4.390841813,4.329341376,0.001094653,0.009913718,0.006334207,RAD51/PLK1/CDK1/AURKB/NEK2/CCNB1/CHEK1,7
BP,GO:0000266,mitochondrial fission,3/92,42/18986,0.071428571,14.74068323,6.22063027,0.001102407,0.009927859,0.006343242,KDR/PPARG/AURKA,3
BP,GO:0050433,regulation of catecholamine secretion,3/92,42/18986,0.071428571,14.74068323,6.22063027,0.001102407,0.009927859,0.006343242,CXCL12/PRKCB/SNCA,3
BP,GO:0009914,hormone transport,7/92,330/18986,0.021212121,4.377536232,4.31901765,0.001114029,0.010004413,0.006392156,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6/PPARG,7
BP,GO:0007160,cell-matrix adhesion,6/92,241/18986,0.024896266,5.137831499,4.511031494,0.001128521,0.010024615,0.006405063,PIK3R1/MMP12/KDR/CDK5/PRKCZ/PLAU,6
BP,GO:0042445,hormone metabolic process,6/92,241/18986,0.024896266,5.137831499,4.511031494,0.001128521,0.010024615,0.006405063,P4HB/HSD17B1/CYP1B1/AKR1B10/BCHE/ALDH1A2,6
BP,GO:0140115,export across plasma membrane,4/92,94/18986,0.042553191,8.781683626,5.277591691,0.001128785,0.010024615,0.006405063,KCNA5/CALM1/ABCG2/ABCB1,4
BP,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,4/92,94/18986,0.042553191,8.781683626,5.277591691,0.001128785,0.010024615,0.006405063,MMP9/FGF2/PPARG/DNMT1,4
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,5/92,162/18986,0.030864198,6.369431025,4.789245248,0.001150358,0.010181168,0.00650509,NOX4/KIT/PTPN1/PRKCZ/IL6,5
BP,GO:0071219,cellular response to molecule of bacterial origin,6/92,242/18986,0.024793388,5.116600791,4.497307231,0.001152765,0.010181168,0.00650509,PTGS2/MMP9/MIF/AXL/PRKCE/IL6,6
BP,GO:0009743,response to carbohydrate,6/92,243/18986,0.024691358,5.09554482,4.483658492,0.001177407,0.010370235,0.006625891,PTGS2/NQO1/NOX4/CFTR/PRKCE/PRKCB,6
BP,GO:0043502,regulation of muscle adaptation,4/92,96/18986,0.041666667,8.598731884,5.208324293,0.001220631,0.010672033,0.00681872,PARP1/TNNC1/PDE5A/PPARG,4
BP,GO:1990874,vascular associated smooth muscle cell proliferation,4/92,96/18986,0.041666667,8.598731884,5.208324293,0.001220631,0.010672033,0.00681872,MMP9/FGF2/PPARG/DNMT1,4
BP,GO:0001660,fever generation,2/92,11/18986,0.181818182,37.52173913,8.454621296,0.001241631,0.010672033,0.00681872,PTGS2/PTGES,2
BP,GO:0019372,lipoxygenase pathway,2/92,11/18986,0.181818182,37.52173913,8.454621296,0.001241631,0.010672033,0.00681872,ALOX5/ALOX5AP,2
BP,GO:0033145,positive regulation of intracellular steroid hormone receptor signaling pathway,2/92,11/18986,0.181818182,37.52173913,8.454621296,0.001241631,0.010672033,0.00681872,PARP1/AR,2
BP,GO:0034975,protein folding in endoplasmic reticulum,2/92,11/18986,0.181818182,37.52173913,8.454621296,0.001241631,0.010672033,0.00681872,P4HB/HSP90B1,2
BP,GO:0051593,response to folic acid,2/92,11/18986,0.181818182,37.52173913,8.454621296,0.001241631,0.010672033,0.00681872,BCHE/TYMS,2
BP,GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,2/92,11/18986,0.181818182,37.52173913,8.454621296,0.001241631,0.010672033,0.00681872,AURKB/CCNB1,2
BP,GO:1904181,positive regulation of membrane depolarization,2/92,11/18986,0.181818182,37.52173913,8.454621296,0.001241631,0.010672033,0.00681872,PARP1/KDR,2
BP,GO:0046627,negative regulation of insulin receptor signaling pathway,3/92,44/18986,0.068181818,14.07065217,6.056865625,0.001262943,0.010826189,0.006917216,PTPN1/PRKCZ/PRKCB,3
BP,GO:0032102,negative regulation of response to external stimulus,8/92,437/18986,0.018306636,3.777932544,4.099580535,0.001272681,0.010880573,0.006951963,PARP1/MMP12/AURKB/ALOX5/MIF/FGF2/PPARG/PLAU,8
BP,GO:0050727,regulation of inflammatory response,8/92,438/18986,0.01826484,3.769307127,4.091635085,0.001291284,0.011010255,0.007034822,PTGS2/MMP9/ALOX5/PTGES/IL6/SNCA/PPARG/ALOX5AP,8
BP,GO:2000116,regulation of cysteine-type endopeptidase activity,5/92,167/18986,0.02994012,6.178729498,4.690514148,0.001316572,0.01117509,0.00714014,XDH/PTGS2/MMP9/DAPK1/SNCA,5
BP,GO:0071346,cellular response to type II interferon,4/92,98/18986,0.040816327,8.42324756,5.141043208,0.001317587,0.01117509,0.00714014,DAPK1/CALM1/STAT1/PPARG,4
BP,GO:0006284,base-excision repair,3/92,45/18986,0.066666667,13.75797101,5.978932837,0.001348433,0.011228773,0.00717444,PARP1/FEN1/APEX1,3
BP,GO:0015872,dopamine transport,3/92,45/18986,0.066666667,13.75797101,5.978932837,0.001348433,0.011228773,0.00717444,CXCL12/PRKCB/SNCA,3
BP,GO:0030574,collagen catabolic process,3/92,45/18986,0.066666667,13.75797101,5.978932837,0.001348433,0.011228773,0.00717444,MMP9/MMP13/MMP12,3
BP,GO:0033574,response to testosterone,3/92,45/18986,0.066666667,13.75797101,5.978932837,0.001348433,0.011228773,0.00717444,NQO1/CA9/AR,3
BP,GO:0048489,synaptic vesicle transport,3/92,45/18986,0.066666667,13.75797101,5.978932837,0.001348433,0.011228773,0.00717444,CDK5/SNCA/DNM1,3
BP,GO:1900077,negative regulation of cellular response to insulin stimulus,3/92,45/18986,0.066666667,13.75797101,5.978932837,0.001348433,0.011228773,0.00717444,PTPN1/PRKCZ/PRKCB,3
BP,GO:1990776,response to angiotensin,3/92,45/18986,0.066666667,13.75797101,5.978932837,0.001348433,0.011228773,0.00717444,PTGS2/CA2/PTPN1,3
BP,GO:0030072,peptide hormone secretion,6/92,250/18986,0.024,4.952869565,4.390169703,0.001361408,0.011274808,0.007203853,KCNA5/CFTR/ALOX5/PRKCE/PRKCB/IL6,6
BP,GO:0009314,response to radiation,8/92,442/18986,0.018099548,3.735195751,4.060084733,0.001367879,0.011274808,0.007203853,RAD51/PIK3R1/PARP1/MMP9/KIT/FEN1/CDK5/AURKB,8
BP,GO:0051781,positive regulation of cell division,4/92,99/18986,0.04040404,8.338164251,5.10811651,0.001368029,0.011274808,0.007203853,PGF/AURKB/PRKCE/FGF2,4
BP,GO:0098869,cellular oxidant detoxification,4/92,99/18986,0.04040404,8.338164251,5.10811651,0.001368029,0.011274808,0.007203853,PTGS2/NQO1/PTGES/ALOX5AP,4
BP,GO:0048738,cardiac muscle tissue development,6/92,252/18986,0.023809524,4.913561077,4.364096923,0.001417811,0.011655137,0.007446858,NOX4/CDK1/TNNC1/FGF2/ALDH1A2/PDGFRB,6
BP,GO:0043524,negative regulation of neuron apoptotic process,5/92,170/18986,0.029411765,6.069693095,4.633186012,0.001424452,0.011679778,0.007462603,NR4A2/KDR/AXL/FGF2/SNCA,5
BP,GO:0021762,substantia nigra development,3/92,46/18986,0.065217391,13.45888469,5.90344272,0.00143748,0.011756534,0.007511644,MAOB/CALM1/FGF2,3
BP,GO:0060047,heart contraction,6/92,253/18986,0.023715415,4.894139887,4.351163485,0.001446674,0.011801623,0.007540453,KCNA5/CALM1/PTPN1/TNNC1/PDE5A/THRB,6
BP,GO:0002551,mast cell chemotaxis,2/92,12/18986,0.166666667,34.39492754,8.074747287,0.001485263,0.011964205,0.007644332,PGF/KIT,2
BP,GO:0019336,phenol-containing compound catabolic process,2/92,12/18986,0.166666667,34.39492754,8.074747287,0.001485263,0.011964205,0.007644332,MAOB/MAOA,2
