"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","sample type:ch1","tissue:ch1","group"
"GSM467022","Control 61","GSM467022","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Control","Homo sapiens","tissue: lung","sample type: control","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE377","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467022/suppl/GSM467022.CEL.gz","54675","Reanalyzed by: GSE60486","control","lung","Normal"
"GSM467023","Tumor 61","GSM467023","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE378","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467023/suppl/GSM467023.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467024","Tumor NP_1","GSM467024","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE380","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467024/suppl/GSM467024.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467025","Control 64","GSM467025","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Control","Homo sapiens","tissue: lung","sample type: control","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE381","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467025/suppl/GSM467025.CEL.gz","54675","Reanalyzed by: GSE60486","control","lung","Normal"
"GSM467026","Tumor 64","GSM467026","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE382","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467026/suppl/GSM467026.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467027","Control 65","GSM467027","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Control","Homo sapiens","tissue: lung","sample type: control","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE383","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467027/suppl/GSM467027.CEL.gz","54675","Reanalyzed by: GSE60486","control","lung","Normal"
"GSM467028","Tumor 65","GSM467028","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE384","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467028/suppl/GSM467028.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467029","Tumor 66","GSM467029","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE386","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467029/suppl/GSM467029.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467030","Tumor NP_2","GSM467030","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE388","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467030/suppl/GSM467030.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467031","Control 68","GSM467031","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Control","Homo sapiens","tissue: lung","sample type: control","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE389","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467031/suppl/GSM467031.CEL.gz","54675","Reanalyzed by: GSE60486","control","lung","Normal"
"GSM467032","Tumor 68","GSM467032","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE390","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467032/suppl/GSM467032.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467033","Control 70","GSM467033","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Control","Homo sapiens","tissue: lung","sample type: control","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE391","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467033/suppl/GSM467033.CEL.gz","54675","Reanalyzed by: GSE60486","control","lung","Normal"
"GSM467034","Tumor 70","GSM467034","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE392","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467034/suppl/GSM467034.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467035","Control 72","GSM467035","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Control","Homo sapiens","tissue: lung","sample type: control","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE393","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467035/suppl/GSM467035.CEL.gz","54675","Reanalyzed by: GSE60486","control","lung","Normal"
"GSM467036","Tumor 72","GSM467036","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Tumor","Homo sapiens","tissue: lung","sample type: tumor","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE394","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467036/suppl/GSM467036.CEL.gz","54675","Reanalyzed by: GSE60486","tumor","lung","Tumor"
"GSM467037","Control 66","GSM467037","Public on Oct 01 2010","Nov 02 2009","Aug 18 2014","RNA","1","Human Lung Control","Homo sapiens","tissue: lung","sample type: control","total RNA","RNAeasy Mini Kit (Qiagen).","biotin","Expression Analysis Technical Manual of Affymetrix.","9606","Expression Analysis Technical Manual of Affymetrix.","Expression Analysis Technical Manual of Affymetrix.","08SE798","RMA.","GPL570","Mª Esther,,Farez-Vidal","efarez@ugr.es","Hospital Universitario San Cecilio","Avda Dr. Oloriz s/n","Granada","18012","Spain","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467037/suppl/GSM467037.CEL.gz","54675","Reanalyzed by: GSE60486","control","lung","Normal"
